portion_id	analyte_id	bcr_analyte_uuid	subportion_sequence	gel_image_file	well_number	analyte_type	is_derived_from_ffpe	bcr_analyte_barcode	amount	a260_a280_ratio	concentration	spectrophotometer_method	analyte_type_id
TCGA-G9-7510-01A-11	TCGA-G9-7510-01A-11R	c43e00dd-6d89-42a5-ab5e-4c740c54ace5	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-G9-7510-01A-11R	49.2		0.16	UV Spec	R
TCGA-HC-8260-11A-01	TCGA-HC-8260-11A-01R	1c013eed-bcfe-4e26-b89b-7b0f6604cec4		https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-HC-8260-11A-01R	230.2		0.15	UV Spec	R
TCGA-CH-5788-10A-01	TCGA-CH-5788-10A-01W	b6688131-e90b-4d5f-bcdc-b67e7561db5d		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-CH-5788-10A-01W	162		0.5	UV Spec	W
TCGA-EJ-5512-01A-01	TCGA-EJ-5512-01A-01R	6ee7cfc2-ad50-4b43-b583-c6825be88a99		https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-5512-01A-01R	38.8	1.7	0.15	UV Spec	R
TCGA-VP-A87B-10A-01	TCGA-VP-A87B-10A-01W	D2419369-2B81-4EB8-BD59-32B3DD16DD62		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-VP-A87B-10A-01W					W
TCGA-EJ-5512-01A-01	TCGA-EJ-5512-01A-01W	00268e74-44a9-462a-bb42-f669765ffca4		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-5512-01A-01W	188		0.5	UV Spec	W
TCGA-G9-7510-01A-11	TCGA-G9-7510-01A-11D	663809b9-21d2-4d4e-bc94-ec8f265b610f	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-G9-7510-01A-11D	140.7		0.13	PicoGreen	D
TCGA-J4-8200-01A-11	TCGA-J4-8200-01A-11R	a8a677d2-9001-46e9-acf2-b8398f95595f	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-J4-8200-01A-11R	88.5		0.15	UV Spec	R
TCGA-CH-5788-10A-01	TCGA-CH-5788-10A-01D	f73dcbf6-2208-4417-91d5-2d0242243462		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-CH-5788-10A-01D	101.4	1.9	0.15	UV Spec	D
TCGA-J4-8200-01A-11	TCGA-J4-8200-01A-11W	2159E401-22EF-423C-919E-16384FCDDF8D	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-J4-8200-01A-11W					W
TCGA-EJ-5512-01A-01	TCGA-EJ-5512-01A-01D	12811c27-02f6-4083-82e6-f32b7f3fa7f4		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-5512-01A-01D	100.7	1.9	0.13	UV Spec	D
TCGA-XK-AAJ3-01A-11	TCGA-XK-AAJ3-01A-11R	82BB187C-713B-411F-BF34-72F9F5950511	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-XK-AAJ3-01A-11R	30.5	1.89	0.15	UV Spec	R
TCGA-HC-7079-01A-11	TCGA-HC-7079-01A-11W	3919308a-808e-47ba-b75b-f48d89b90811	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HC-7079-01A-11W	173		0.5	PicoGreen	W
TCGA-EJ-A7NN-10A-01	TCGA-EJ-A7NN-10A-01W	751F290C-D0E1-4C51-88F8-B4734D6EED59		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-A7NN-10A-01W					W
TCGA-HC-7079-01A-11	TCGA-HC-7079-01A-11R	fbe5bfc3-98b5-409f-b980-3737a0078482	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-HC-7079-01A-11R	76.2	1.8	0.15	UV Spec	R
TCGA-HC-7079-01A-11	TCGA-HC-7079-01A-11D	74988021-b0f4-4f1d-9f89-e09849924b85	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-7079-01A-11D	133		0.15	PicoGreen	D
TCGA-XK-AAJ3-01A-11	TCGA-XK-AAJ3-01A-11D	E4E9CE00-8704-46E7-BC4D-687C732E10BD	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-XK-AAJ3-01A-11D	17.89		0.14	PicoGreen	D
TCGA-V1-A9OF-01A-11	TCGA-V1-A9OF-01A-11R	D8CB7490-6497-4AEF-B393-6BB4942F4ED0	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-V1-A9OF-01A-11R	10.95	1.84	0.16	UV Spec	R
TCGA-HC-7817-10A-01	TCGA-HC-7817-10A-01D	dc91893d-23ef-4fbf-ade9-77e90ba5ab69		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-7817-10A-01D	625.9		0.16	PicoGreen	D
TCGA-EJ-8472-10A-01	TCGA-EJ-8472-10A-01W	B8D9CFCA-FA24-4F49-8CC6-C8B4A5633784		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-8472-10A-01W					W
TCGA-HC-7817-10A-01	TCGA-HC-7817-10A-01W	DD6C2FEC-87F4-4CE3-A7EA-7B0BECFF2682		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HC-7817-10A-01W					W
TCGA-EJ-8472-10A-01	TCGA-EJ-8472-10A-01D	58fea40a-e015-4c85-b562-fbdd736fd12a		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-8472-10A-01D	244		0.15	PicoGreen	D
TCGA-EJ-A7NM-01A-21	TCGA-EJ-A7NM-01A-21W	ABA43267-906C-41C6-8448-B137382597A3	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-A7NM-01A-21W					W
TCGA-EJ-A7NM-01A-21	TCGA-EJ-A7NM-01A-21R	BF03E3AB-07D3-4851-83AF-870759B76C98	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-A7NM-01A-21R	51.58	1.81	0.17	UV Spec	R
TCGA-HC-7749-10A-01	TCGA-HC-7749-10A-01D	ff843964-2d87-4b4f-84ee-c8d9bfb4c2da		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-7749-10A-01D	84.6		0.15	PicoGreen	D
TCGA-YL-A9WH-01A-11	TCGA-YL-A9WH-01A-11R	04E1BA6E-7B56-4BEF-AC82-C8BE653638EC	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-YL-A9WH-01A-11R	40.3	1.89	0.17	UV Spec	R
TCGA-YL-A9WH-01A-11	TCGA-YL-A9WH-01A-11W	BD1FB21B-4059-40BF-893A-3DA33C4B958D	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-YL-A9WH-01A-11W					W
TCGA-EJ-A7NM-01A-21	TCGA-EJ-A7NM-01A-21D	E4E8E167-C77F-4439-ABC3-3467E547512B	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-A7NM-01A-21D	20.5		0.16	PicoGreen	D
TCGA-HC-7749-10A-01	TCGA-HC-7749-10A-01W	da0bc87c-68b3-4687-b83a-be4cdc4e67c0		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HC-7749-10A-01W	163		0.5	PicoGreen	W
TCGA-YL-A9WH-01A-11	TCGA-YL-A9WH-01A-11D	A4BBCD1E-7422-4E93-8E15-59131B874CD4	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-YL-A9WH-01A-11D	23.78		0.17	PicoGreen	D
TCGA-EJ-7784-10A-01	TCGA-EJ-7784-10A-01W	e542338a-521e-4b00-a562-6681d700f775		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-7784-10A-01W	162		0.5	PicoGreen	W
TCGA-J4-A67N-01A-11	TCGA-J4-A67N-01A-11R	91F6F29E-CEC4-4299-9747-0ACC3DFF314A	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-J4-A67N-01A-11R	25.6	1.87	0.18	UV Spec	R
TCGA-EJ-A8FO-10A-01	TCGA-EJ-A8FO-10A-01W	8101DB5F-C31F-4925-B2FF-38BC1D3CAF5A		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-A8FO-10A-01W					W
TCGA-J4-A67N-01A-11	TCGA-J4-A67N-01A-11W	E966DC8B-DB75-4528-99A5-952DEEDF1F86	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-J4-A67N-01A-11W					W
TCGA-HC-7819-10A-01	TCGA-HC-7819-10A-01W	c3df0716-c730-41c4-a3bc-8e2737cc3007		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HC-7819-10A-01W	175		0.5	PicoGreen	W
TCGA-XJ-A9DQ-01A-11	TCGA-XJ-A9DQ-01A-11D	9B506897-449E-47A7-AF70-145D1A69CF29	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-XJ-A9DQ-01A-11D	23.98		0.17	PicoGreen	D
TCGA-EJ-5511-01A-01	TCGA-EJ-5511-01A-01R	46fa67e1-2fac-4ddc-9b16-032d098f10b3		https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-5511-01A-01R	169.8	1.8	0.16	UV Spec	R
TCGA-EJ-7784-10A-01	TCGA-EJ-7784-10A-01D	10328469-f077-4223-9cad-92468230ab2a		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-7784-10A-01D	304.6		0.16	PicoGreen	D
TCGA-HC-7819-10A-01	TCGA-HC-7819-10A-01D	1539b467-2b61-4a78-97ae-542f51578c0d		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-7819-10A-01D	592.6		0.16	PicoGreen	D
TCGA-J4-A67N-01A-11	TCGA-J4-A67N-01A-11D	B4289FC7-ACDA-4A2E-9135-44C5A6C02C0B	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-J4-A67N-01A-11D	30.58		0.15	PicoGreen	D
TCGA-XK-AAK1-01A-11	TCGA-XK-AAK1-01A-11D	C1C2BE4D-C61C-45DE-9D19-D1D664E8A75D	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-XK-AAK1-01A-11D	16.92		0.15	PicoGreen	D
TCGA-EJ-A8FO-10A-01	TCGA-EJ-A8FO-10A-01D	53287ACC-1339-4C13-8195-0E36FF0D86FD		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-A8FO-10A-01D	15.75		0.15	PicoGreen	D
TCGA-J4-A67T-01A-11	TCGA-J4-A67T-01A-11R	7B9596B8-2C7B-46B2-BCD2-930EAEC788E0	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-J4-A67T-01A-11R	26.52	1.91	0.18	UV Spec	R
TCGA-EJ-8472-11A-01	TCGA-EJ-8472-11A-01W	134C0782-0C03-44D5-97AA-A994F859492D		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-8472-11A-01W					W
TCGA-HC-7745-01A-11	TCGA-HC-7745-01A-11D	9f680a18-d3ca-46a4-8704-5454cf2c96f3	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-7745-01A-11D	325.3		0.15	PicoGreen	D
TCGA-HC-7210-01A-11	TCGA-HC-7210-01A-11D	05971662-6e59-4c4e-a5b2-448e0d21c571	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-7210-01A-11D	131.3		0.15	PicoGreen	D
TCGA-EJ-7786-10A-01	TCGA-EJ-7786-10A-01W	625e45da-e3ad-43ed-b8a2-cb8912a10656		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-7786-10A-01W	167		0.5	PicoGreen	W
TCGA-G9-6329-01A-13	TCGA-G9-6329-01A-13R	c63102c8-ece9-41d7-a3b3-42c7b66587ad	3	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-G9-6329-01A-13R	31.2	1.8	0.14	UV Spec	R
TCGA-HC-A6AO-01A-11	TCGA-HC-A6AO-01A-11D	1AF8EA25-033F-4D40-80F9-CC8790516500	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-A6AO-01A-11D	42.48		0.16	PicoGreen	D
TCGA-G9-6329-01A-13	TCGA-G9-6329-01A-13W	8dd31978-c894-411f-bc27-81fcc5c2f877	3	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-G9-6329-01A-13W	156		0.5	PicoGreen	W
TCGA-HC-7745-01A-11	TCGA-HC-7745-01A-11W	6765461b-3c96-4545-83be-2445519ece16	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HC-7745-01A-11W	174		0.5	PicoGreen	W
TCGA-EJ-8472-11A-01	TCGA-EJ-8472-11A-01D	df9292f0-b608-4838-a7c8-7f770417472d		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-8472-11A-01D	172		0.15	PicoGreen	D
TCGA-HC-7210-01A-11	TCGA-HC-7210-01A-11R	d0a563c9-a393-49f5-a149-562c434b2a6e	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-HC-7210-01A-11R	91.2		0.16	UV Spec	R
TCGA-HC-7745-01A-11	TCGA-HC-7745-01A-11R	93b8b113-eeef-4653-bee1-95cfaf2459cd	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-HC-7745-01A-11R	135.2		0.16	UV Spec	R
TCGA-HC-7210-01A-11	TCGA-HC-7210-01A-11W	2f6cec7a-d830-45e6-9917-3a250ea9ea8f	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HC-7210-01A-11W	165		0.5	PicoGreen	W
TCGA-ZG-A9LZ-10A-01	TCGA-ZG-A9LZ-10A-01D	C88E1F5E-BE44-4EF0-8FE0-AE3C8854A1C4		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-ZG-A9LZ-10A-01D	12.93		0.16	PicoGreen	D
TCGA-HC-A6AO-01A-11	TCGA-HC-A6AO-01A-11R	13330CA6-AE47-4197-86A9-AE4640AE0547	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-HC-A6AO-01A-11R	42.48	1.91	0.15	UV Spec	R
TCGA-G9-6329-01A-13	TCGA-G9-6329-01A-13D	366575e5-56c1-4c5b-a229-2d3ff407c978	3	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-G9-6329-01A-13D	41.7	1.9	0.15	UV Spec	D
TCGA-HC-A6AO-01A-11	TCGA-HC-A6AO-01A-11W	37E96DE6-A60A-48D8-9CA1-0AD10898F6DB	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HC-A6AO-01A-11W					W
TCGA-KK-A7AW-11A-11	TCGA-KK-A7AW-11A-11W	EAB912F6-D073-4B93-A5EC-635C7DEF4719	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-KK-A7AW-11A-11W					W
TCGA-KK-A7AW-11A-11	TCGA-KK-A7AW-11A-11D	8C4383D8-D344-4157-AA35-225A797857A0	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-KK-A7AW-11A-11D	6.24		0.17	PicoGreen	D
TCGA-V1-A9OA-10A-01	TCGA-V1-A9OA-10A-01D	F22B3256-52CF-4106-95C5-09DB9AF472AB		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-V1-A9OA-10A-01D	24.91		0.14	PicoGreen	D
TCGA-XK-AAK1-10A-01	TCGA-XK-AAK1-10A-01D	0D998976-055A-4898-8FA7-1DF732F99EA0		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-XK-AAK1-10A-01D	41.6		0.17	PicoGreen	D
TCGA-HC-A632-10A-01	TCGA-HC-A632-10A-01W	AE5483C4-CE8C-4A7D-9ED9-8BD1E2809969		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HC-A632-10A-01W					W
TCGA-HC-7821-01A-12	TCGA-HC-7821-01A-12D	f68770e4-1fc6-4e53-bec7-fd6414141dbf	2	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-7821-01A-12D	151.3		0.13	PicoGreen	D
TCGA-XK-AAJP-01A-11	TCGA-XK-AAJP-01A-11D	41246EE8-911B-4328-A97B-13B930F55701	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-XK-AAJP-01A-11D	20.42		0.15	PicoGreen	D
TCGA-HC-7748-01A-11	TCGA-HC-7748-01A-11D	2b643fef-f79a-4f64-ba39-19cf3f577e95	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-7748-01A-11D	250.3		0.15	PicoGreen	D
TCGA-V1-A8MG-01A-11	TCGA-V1-A8MG-01A-11R	9A4D04DC-92F6-4794-B501-B6EDC2F984A8	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-V1-A8MG-01A-11R	27.03	1.88	0.16	UV Spec	R
TCGA-HC-A632-10A-01	TCGA-HC-A632-10A-01D	88A2814C-5CB1-4EB5-8C4E-94C7777C8916		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-A632-10A-01D	12.14		0.17	PicoGreen	D
TCGA-HC-7748-01A-11	TCGA-HC-7748-01A-11R	2f418407-13e3-4b7c-b083-4f2ccc9b5b0f	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-HC-7748-01A-11R	115.2		0.16	UV Spec	R
TCGA-XK-AAJP-01A-11	TCGA-XK-AAJP-01A-11R	8ABD1A6D-B7D0-4537-AEED-264C04FCA1FD	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-XK-AAJP-01A-11R	25.44	1.83	0.17	UV Spec	R
TCGA-HC-7748-01A-11	TCGA-HC-7748-01A-11W	cae9d419-fb67-4d99-b957-ec05cad5bf21	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HC-7748-01A-11W	164		0.5	PicoGreen	W
TCGA-ZG-A9N3-01A-11	TCGA-ZG-A9N3-01A-11R	C59FAAB9-20F7-43BB-BE22-4E4C343C8E27	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-ZG-A9N3-01A-11R	18.16	1.83	0.17	UV Spec	R
TCGA-G9-A9S4-01A-11	TCGA-G9-A9S4-01A-11R	2A138BBD-F0DD-4D7B-8368-D25244748B3F	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-G9-A9S4-01A-11R	49.87	1.86	0.17	UV Spec	R
TCGA-2A-AAYF-10A-01	TCGA-2A-AAYF-10A-01D	7C2746B6-5DAB-4428-A7BF-40420F7DCEDB		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-2A-AAYF-10A-01D	19.57		0.15	PicoGreen	D
TCGA-KC-A7FD-01A-11	TCGA-KC-A7FD-01A-11W	AA2959A1-938C-4062-A793-D4E6360257C2	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-KC-A7FD-01A-11W					W
TCGA-EJ-7321-01A-31	TCGA-EJ-7321-01A-31R	13c222f0-a571-46a9-b210-8c887d69cb95	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-7321-01A-31R	49.2		0.17	UV Spec	R
TCGA-EJ-7321-01A-31	TCGA-EJ-7321-01A-31W	9a8732be-3b03-4b90-a3de-07ba5139cfe9	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-7321-01A-31W	203		0.5	PicoGreen	W
TCGA-CH-5792-10A-01	TCGA-CH-5792-10A-01W	33d20eb7-620c-421a-9716-1a7d0cad3be1		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-CH-5792-10A-01W	140		0.5	UV Spec	W
TCGA-G9-A9S4-01A-11	TCGA-G9-A9S4-01A-11D	E43A5287-DDEB-4A25-9151-263673DCE499	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-G9-A9S4-01A-11D	47.19		0.14	PicoGreen	D
TCGA-ZG-A9N3-01A-11	TCGA-ZG-A9N3-01A-11D	6D19D785-A9C3-47C1-A020-935C00BD37E2	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-ZG-A9N3-01A-11D	16.78		0.16	PicoGreen	D
TCGA-KC-A7FD-01A-11	TCGA-KC-A7FD-01A-11D	0F7E0B54-0F4A-4757-8642-16BFA052E293	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-KC-A7FD-01A-11D	29.96		0.16	PicoGreen	D
TCGA-CH-5792-10A-01	TCGA-CH-5792-10A-01D	bd17d900-21da-45c9-8ce0-7c94868d3155		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-CH-5792-10A-01D	195.4	1.9	0.15	UV Spec	D
TCGA-EJ-7321-01A-31	TCGA-EJ-7321-01A-31D	508ff4b8-9724-4c2d-a224-b3269c7217e3	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-7321-01A-31D	201.7		0.14	PicoGreen	D
TCGA-CH-5751-01A-11	TCGA-CH-5751-01A-11D	c19ff9b8-bfb9-4ae4-8cc6-589a9e8e67c6	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-CH-5751-01A-11D	226.7	1.9	0.15	UV Spec	D
TCGA-EJ-7792-01A-11	TCGA-EJ-7792-01A-11W	b97f86e7-430a-457e-8da6-7892aae26c97	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-7792-01A-11W	156		0.5	PicoGreen	W
TCGA-G9-6364-11A-01	TCGA-G9-6364-11A-01W	163f80ef-b86f-46db-9868-549fe83e4f1e		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-G9-6364-11A-01W	192		0.5	PicoGreen	W
TCGA-EJ-A6RC-01A-11	TCGA-EJ-A6RC-01A-11D	E8579399-5CC6-4379-890F-37EEBA43C628	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-A6RC-01A-11D	15.25		0.16	PicoGreen	D
TCGA-EJ-7792-01A-11	TCGA-EJ-7792-01A-11R	a3aa871b-734e-4530-be83-e37506a4ee52	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-7792-01A-11R	112.2		0.15	UV Spec	R
TCGA-EJ-7786-11A-01	TCGA-EJ-7786-11A-01R	f9ba64e0-3652-47ea-ba80-e7ae3cb69357		https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-7786-11A-01R	18.2		0.14	UV Spec	R
TCGA-CH-5751-01A-11	TCGA-CH-5751-01A-11R	6d9f4a1b-730d-49a3-93bc-a95dd75ffd46	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-CH-5751-01A-11R	119.8	1.8	0.14	UV Spec	R
TCGA-CH-5751-01A-11	TCGA-CH-5751-01A-11W	f22d83c0-ab03-458a-91f6-47ec787e0ed6	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-CH-5751-01A-11W	193		0.5	UV Spec	W
TCGA-EJ-A6RC-01A-11	TCGA-EJ-A6RC-01A-11R	D3B7D6EF-E0D3-4E31-BF35-501E0BD23775	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-A6RC-01A-11R	17.23	1.88	0.16	UV Spec	R
TCGA-EJ-7792-01A-11	TCGA-EJ-7792-01A-11D	737dc4ed-457a-4601-8672-f9d82dc6d5c5	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-7792-01A-11D	192.3		0.14	PicoGreen	D
TCGA-V1-A9Z8-01A-11	TCGA-V1-A9Z8-01A-11D	E9DD11C7-512B-490B-842E-0691256250C2	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-V1-A9Z8-01A-11D	17.89		0.17	PicoGreen	D
TCGA-EJ-5499-01A-01	TCGA-EJ-5499-01A-01D	89e8946e-78c2-41f3-af51-1b860e393536		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-5499-01A-01D	91.7	1.9	0.15	UV Spec	D
TCGA-G9-6364-11A-01	TCGA-G9-6364-11A-01D	47d79cc4-4a26-487b-add2-a57edd8647e2		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-G9-6364-11A-01D	33.4	2	0.15	UV Spec	D
TCGA-VP-A875-10A-01	TCGA-VP-A875-10A-01D	3BEB7868-2E96-4895-B9BC-93335DD2A932		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-VP-A875-10A-01D	13.97		0.14	PicoGreen	D
TCGA-2A-A8VL-01A-21	TCGA-2A-A8VL-01A-21R	5F22F025-969B-40E6-88A3-30A7DF7B1080	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-2A-A8VL-01A-21R	32.24	1.77	0.16	UV Spec	R
TCGA-2A-A8VL-01A-21	TCGA-2A-A8VL-01A-21W	3D035DBC-7FB9-4136-BF61-A604CF1AFAEF	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-2A-A8VL-01A-21W					W
TCGA-HC-7075-01A-11	TCGA-HC-7075-01A-11D	62c9787a-0aaf-4a9b-9608-ca8006d7e236	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-7075-01A-11D	242.7		0.13	PicoGreen	D
TCGA-VP-A875-10A-01	TCGA-VP-A875-10A-01W	4089F475-9A3D-4D7F-B6E8-1A33B5C18C86		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-VP-A875-10A-01W					W
