analyte_id	aliquot_id	month_of_shipment	plate_id	biospecimen_barcode_bottom	center_id	plate_column	is_derived_from_ffpe	volume	amount	plate_row	day_of_shipment	year_of_shipment	bcr_aliquot_uuid	source_center	concentration	quantity	material_type	protocol_type	protocol_description
TCGA-CH-5790-01A-11R	TCGA-CH-5790-01A-11R-1579-13	2	1579	1049967874	13	4	NO	20		D	23	2011	b655af2e-a501-498b-aeb6-1fdb5c886eb7	22	0.15	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-YL-A8SH-10A-01W	TCGA-YL-A8SH-10A-01W-A44K-08	7	A44K	167802749	8	6	NO	80		F	8	2014	AE555815-FD62-4397-8904-706CB0DB43D6	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-A67M-10A-01D	TCGA-J4-A67M-10A-01D-A30H-08	6	A30H	132271712	8	9	NO	40		F	12	2013	085BF8EC-1841-4A4B-81C2-3EA1DA79C1ED	23	0.07	2.8	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7315-11A-01D	TCGA-EJ-7315-11A-01D-2114-08	1	2114	120997265	8	7	NO	60		G	4	2012	35f9f6e3-a269-4b6d-a218-677ab3905fa8	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A8IM-01A-11R	TCGA-KK-A8IM-01A-11R-A36B-13	1	A36B	164080828	13	5	NO	20		F	29	2014	39075306-4031-4B8F-AEAE-2EE8D48307A3	23	0.18	3.6	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A46I-01A-12D	TCGA-EJ-A46I-01A-12D-A26N-05	2	A26N	145673294	5	10	NO	13		G	27	2013	B523F172-5151-476B-8D6E-6F8A0A1D591C	23	0.17	2.21	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HI-7171-01A-12D	TCGA-HI-7171-01A-12D-2116-05	1	2116	120996630	5	7	NO	13.3		D	4	2012	ce35be83-f592-44e0-9292-79afa9093f2a	22	0.14	1.86	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-YL-A8SP-01B-11R	TCGA-YL-A8SP-01B-11R-A37H-13	2	A37H	164104157	13	6	NO	20		F	26	2014	977B7C78-3816-4CA1-8C15-E6DC01A87F79	23	0.18	3.6	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5769-01A-11D	TCGA-CH-5769-01A-11D-1578-05	2	1578	1049968096	5	3	NO	26.7		G	23	2011	f656bcb9-3a40-40d5-b151-9bba0448b289	22	0.15	4.01	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7330-01A-11W	TCGA-EJ-7330-01A-11W-2161-08	1	2161	120988894	8	2	NO	80		A	30	2012	677b6b45-4f17-4386-b6c1-4e07c02115a8	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-M7-A721-01A-12D	TCGA-M7-A721-01A-12D-A32A-01	9	A32A	153887457	1	10	NO	6.7		F	25	2013	FA3B0951-6A36-468F-B541-E873BE049C2A	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HI-7170-01A-11D	TCGA-HI-7170-01A-11D-2112-01	1	2112	120996737	1	7	NO	6.67		C	4	2012	01410e1a-5443-44cd-a61d-58f9be23e294	22	0.15	1	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-TK-A8OK-01A-22R	TCGA-TK-A8OK-01A-22R-A36B-13	1	A36B	164080804	13	5	NO	20		H	29	2014	27481849-A0A0-4F62-A49B-A0D3F125E49F	23	0.18	3.6	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5518-01A-01W	TCGA-EJ-5518-01A-01W-1610-08	3	1610	1052625975	8	8	NO	80		F	21	2011	5a57cba0-aecb-454f-aaf4-2c1d807d1165	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A8WL-01A-11R	TCGA-V1-A8WL-01A-11R-A37H-13	2	A37H	164104154	13	3	NO	20		F	26	2014	F02AAE33-39A2-4BF8-B257-F8ED2FDA32AB	23	0.18	3.6	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5530-10A-01D	TCGA-EJ-5530-10A-01D-1577-08	2	1577	1049966963	8	4	NO	40		H	23	2011	b153654d-dc6f-4409-afb3-30fd935ea8b5	22	0.05	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A9ZK-01A-11R	TCGA-V1-A9ZK-01A-11R-A41R-13	5	A41R	174163747	13	5	NO	20		C	28	2014	17E392CB-1B1C-452A-A08D-9B00FA720FB9	23	0.17	3.4	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7115-10A-01W	TCGA-EJ-7115-10A-01W-2161-08	1	2161	120988859	8	12	NO	80		D	30	2012	7651db64-cb4c-46ec-82b4-c523ec5bdcef	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A65D-01A-11R	TCGA-EJ-A65D-01A-11R-A30I-13	6	A30I	150705643	13	5	NO	20		E	12	2013	05CE3721-B7DA-4619-8577-994545D0E6D9	23	0.17	3.4	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A8IG-01A-11D	TCGA-KK-A8IG-01A-11D-A365-05	1	A365	164083327	5	8	NO	13		F	29	2014	D0C05E3D-87FF-4CC4-8B34-B8676E878630	23	0.17	2.21	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J9-A8CM-01A-11W	TCGA-J9-A8CM-01A-11W-A43V-08	7	A43V	167802606	8	7	NO	80		B	8	2014	EEFA182D-A46E-498E-8D94-2561B94E88A0	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5518-01A-01R	TCGA-EJ-5518-01A-01R-1580-07	2	1580	1049968854	7	7	NO	26.7		F	23	2011	01d4c289-6d85-4119-86f5-bcf3de30d0f7	22	0.15	4.01	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-XJ-A83H-01A-11D	TCGA-XJ-A83H-01A-11D-A34V-05	12	A34V	160341537	5	10	NO	13		F	18	2013	C89B4355-0A9E-41F4-AC88-49A06E743F67	23	0.14	1.82	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-8261-10A-01D	TCGA-HC-8261-10A-01D-2260-08	4	2260	128285705	8	6	NO	60		D	25	2012	e0965003-39bc-46d9-83a7-7df655bdbf56	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HI-7168-10A-01W	TCGA-HI-7168-10A-01W-2162-08	1	2162	120991470	8	7	NO	80		B	30	2012	1151b023-6e04-4899-9401-0d2bc3fedc6e	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6496-10A-01W	TCGA-G9-6496-10A-01W-1821-08	6	1821	1053963568	8	8	NO	80		A	20	2011	b9eb7679-7589-4b6a-bed4-897a9023883a	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5499-01A-01W	TCGA-EJ-5499-01A-01W-1610-08	3	1610	1052625940	8	6	NO	80		C	21	2011	1f8c7b66-c5c0-4695-ab32-270f30078e75	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A9OQ-01A-11D	TCGA-V1-A9OQ-01A-11D-A41J-01	5	A41J	174186387	1	4	NO	6.7		D	28	2014	694C6006-8326-45A2-BC7A-51E327A62A95	23	0.17	1.14	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-VP-AA1N-01A-31D	TCGA-VP-AA1N-01A-31D-A41K-08	5	A41K	174190733	8	6	NO	40		B	28	2014	FDD3C350-9CD0-45F3-A822-6174C4EDFBA0	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-QU-A6IL-01A-11W	TCGA-QU-A6IL-01A-11W-A333-08	10	A333	153887606	8	10	NO	80		A	21	2013	3DC91980-3C87-44CE-AEC3-4C8DF538E9F3	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5745-01A-11R	TCGA-CH-5745-01A-11R-1579-13	2	1579	1049967925	13	1	NO	20		H	23	2011	3343b6bd-352d-4374-baaa-fceff60180c3	22	0.14	2.8	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-XJ-A9DQ-01A-11D	TCGA-XJ-A9DQ-01A-11D-A377-08	2	A377	164104291	8	5	NO	40		C	26	2014	63C1090D-E690-4DB4-A8ED-FC1C352EB9E9	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5497-01A-02D	TCGA-EJ-5497-01A-02D-1578-05	2	1578	1049968050	5	5	NO	26.7		C	23	2011	2964ca1b-ab8c-4ed5-8172-b4b3b0ce5b47	22	0.16	4.27	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7786-10A-01D	TCGA-EJ-7786-10A-01D-2112-01	1	2112	120996708	1	12	NO	6.67		E	4	2012	16c93a1f-c959-4e83-9ca3-e246788341e1	22	0.14	0.93	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A6E1-01A-11R	TCGA-KK-A6E1-01A-11R-A311-07	6	A311	153878498	7	3	NO	13		H	26	2013	B38350DB-B102-4A38-9EDB-0089CA95840B	23	0.17	2.21	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-VP-A876-01A-11D	TCGA-VP-A876-01A-11D-A34V-05	12	A34V	160341591	5	9	NO	13		A	18	2013	99696BED-8963-4518-9FD7-982C20916AA4	23	0.17	2.21	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6371-01A-11W	TCGA-G9-6371-01A-11W-1821-08	6	1821	1053963631	8	2	NO	80		F	20	2011	7a32e888-cc24-41f1-81ee-9240e56918cd	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A7NN-01A-11D	TCGA-EJ-A7NN-01A-11D-A33U-05	10	A33U	160355357	5	6	NO	13		F	30	2013	ACD6CB22-0128-46EA-8D56-45B5C141C25B	23	0.14	1.82	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A8IA-01A-11D	TCGA-KK-A8IA-01A-11D-A363-01	1	A363	164081752	1	8	NO	6.7		A	29	2014	281732B6-86AB-4A17-A6B4-5F38AE598665	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7328-11A-01D	TCGA-EJ-7328-11A-01D-2112-01	1	2112	120996454	1	8	NO	6.67		B	4	2012	1d21a6a0-c4f8-42db-9d97-2e11301a58e9	22	0.13	0.87	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A65M-01A-11W	TCGA-EJ-A65M-01A-11W-A31C-08	7	A31C	153887924	8	4	NO	80		G	24	2013	69E0B3CC-5AD9-49A1-899C-00346C66062B	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-8198-01A-11W	TCGA-J4-8198-01A-11W-2288-08	5	2288	128286974	8	3	NO	80		F	23	2012	d4df5b27-983a-4d82-a9e5-76c869418e48	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A8WW-01A-11R	TCGA-V1-A8WW-01A-11R-A37H-13	2	A37H	164104203	13	4	NO	20		B	26	2014	E5B1CE25-1530-44E8-904F-C9FFEBDC3956	23	0.18	3.6	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6364-11A-01W	TCGA-G9-6364-11A-01W-1821-08	6	1821	1053963612	8	4	NO	80		E	20	2011	69642545-07a1-4c9d-898e-613b105cb6d0	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5772-11A-01D	TCGA-CH-5772-11A-01D-1576-08	2	1576	1049969377	8	12	NO	40		B	23	2011	87c4609d-4743-435b-8e1c-b5187a750224	22	0.05	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A6RC-01A-11R	TCGA-EJ-A6RC-01A-11R-A32O-07	9	A32O	153880697	7	7	NO	13		A	25	2013	EA34E227-A427-42A6-9F42-80069E972764	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6342-11A-02D	TCGA-G9-6342-11A-02D-1959-01	8	1959	113624766	1	7	NO	6.67		F	17	2011	57f5a384-d774-42e0-b741-9e75f22fe669	22	0.14	0.93	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-YL-A8S9-01A-11R	TCGA-YL-A8S9-01A-11R-A37L-07	2	A37L	164104660	7	5	NO	13		D	26	2014	ADA9616F-C9D1-46CD-BCCC-29D2E4E0D1EA	23	0.18	2.34	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7211-01A-11D	TCGA-HC-7211-01A-11D-2112-01	1	2112	120996747	1	4	NO	6.67		B	4	2012	0a2f665e-c127-4af4-8a0d-751b62189fb9	22	0.14	0.93	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5741-01A-11R	TCGA-CH-5741-01A-11R-1579-13	2	1579	1049967879	13	1	NO	20		E	23	2011	3e312aca-c9fb-47d9-9871-42c20b191de3	22	0.14	2.8	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5788-01A-11R	TCGA-CH-5788-01A-11R-1579-13	2	1579	1049967850	13	4	NO	20		B	23	2011	3fb4de23-cfbd-4a88-8493-5cedaf4e5479	22	0.15	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-TK-A8OK-10A-01W	TCGA-TK-A8OK-10A-01W-A446-08	7	A446	167803616	8	9	NO	80		F	8	2014	4B2AFE9C-6359-4105-A9E7-F1D63EE5F80F	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A8I8-01A-11D	TCGA-KK-A8I8-01A-11D-A363-01	1	A363	164081694	1	7	NO	6.7		F	29	2014	8C3B64C9-C381-4AF8-A369-D5CABEC18835	23	0.17	1.14	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-A67S-01A-11D	TCGA-J4-A67S-01A-11D-A30F-05	6	A30F	150705273	5	10	NO	13		D	12	2013	9DDE2D13-73C1-4981-A55E-E1C479916F77	23	0.14	1.82	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KC-A4BV-01A-31D	TCGA-KC-A4BV-01A-31D-A26N-05	2	A26N	145673338	5	11	NO	13		D	27	2013	FB7EDC21-9618-4769-AA53-06B9095D4697	23	0.15	1.95	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A8FS-01A-11R	TCGA-EJ-A8FS-01A-11R-A358-13	12	A358	160339155	13	4	NO	20		D	18	2013	81A890DA-1250-48E0-96EA-2CDC83F477D8	23	0.16	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-A67M-01A-11W	TCGA-J4-A67M-01A-11W-A31F-08	7	A31F	153886976	8	9	NO	80		F	24	2013	954DA073-F446-49A3-BED6-49F79088C115	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A7AU-01A-11D	TCGA-KK-A7AU-01A-11D-A32C-05	9	A32C	153879320	5	9	NO	13		D	25	2013	465CFA01-03FB-4909-BF6C-81437B38F28F	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7212-01A-11W	TCGA-HC-7212-01A-11W-2161-08	1	2161	120988820	8	4	NO	80		G	30	2012	343026be-8383-4454-88ca-8bfd1cd68c66	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7318-01B-11D	TCGA-EJ-7318-01B-11D-A32C-05	9	A32C	153879351	5	9	NO	13		A	25	2013	14E19738-D318-4C92-86B8-63BF3A0E8321	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5754-01A-11W	TCGA-CH-5754-01A-11W-1610-08	3	1610	1052625932	8	3	NO	80		B	21	2011	79e2c642-e44d-49a8-9f2f-8f37d57ac30b	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A8WW-10A-01D	TCGA-V1-A8WW-10A-01D-A379-01	2	A379	164055308	1	4	NO	6.7		E	26	2014	AB7CEF6E-0CA3-42B6-B450-08515230EFF2	23	0.15	1.01	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5519-10A-01D	TCGA-EJ-5519-10A-01D-1575-01	2	1575	1049967353	1	4	NO	6.67		A	23	2011	9fbd758c-3570-4efa-93b7-74e63bd60efe	22	0.17	1.13	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7125-11A-01R	TCGA-EJ-7125-11A-01R-1965-07	8	1965	1053936405	7	7	NO	13.3		D	17	2011	ab016062-694f-4925-934e-0ea8b62bc2a9	22	0.15	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5768-01A-11R	TCGA-CH-5768-01A-11R-1579-13	2	1579	1049967899	13	3	NO	20		F	23	2011	56561e05-9418-4b63-90ac-7a84d2ca0e3f	22	0.15	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A8WV-10A-01W	TCGA-V1-A8WV-10A-01W-A44K-08	7	A44K	167802771	8	4	NO	80		D	8	2014	853E4BA9-24E6-44D3-8D73-7E1AAD71E2D2	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7212-10A-01D	TCGA-HC-7212-10A-01D-2113-01	1	2113	120998089	1	2	NO	6.67		B	4	2012	45d9b540-7053-4220-a21a-64fe8df0b0f2	22	0.14	0.93	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A59V-11A-11W	TCGA-KK-A59V-11A-11W-A31C-08	7	A31C	153887941	8	11	NO	80		E	24	2013	9F63A8B5-D828-4C8E-A0F8-FDE0B574325A	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-YL-A9WY-01A-11D	TCGA-YL-A9WY-01A-11D-A41J-01	5	A41J	174186400	1	8	NO	6.7		C	28	2014	EF86F189-4581-438E-A5F6-DC6BF13AF20B	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A9OY-01A-11D	TCGA-V1-A9OY-01A-11D-A41K-08	5	A41K	174190676	8	4	NO	40		G	28	2014	9454B4B6-985F-4E62-BBE9-1E61CF2E786B	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-2A-A8VO-10A-01W	TCGA-2A-A8VO-10A-01W-A44K-08	7	A44K	167802766	8	2	NO	80		E	8	2014	3561AAAE-6956-4711-ACAF-5F801E496777	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A59Y-01A-11D	TCGA-KK-A59Y-01A-11D-A26N-05	2	A26N	145673317	5	11	NO	13		E	27	2013	5C9093CF-6D30-4E61-8896-AAD48271BD11	23	0.15	1.95	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A6E2-01A-11D	TCGA-KK-A6E2-01A-11D-A30Z-05	6	A30Z	153878265	5	2	NO	13		F	26	2013	B5BDF8CC-C3F7-4456-857E-DB550A8563B9	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6351-10A-01D	TCGA-G9-6351-10A-01D-1957-02	8	1957	113625229	2	11	NO	10		G	17	2011	f73e670b-2d6d-4e55-aa8e-d99ff270e536	22	0.15	1.5	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-A67O-10A-01W	TCGA-J4-A67O-10A-01W-A31G-08	7	A31G	153888182	8	10	NO	80		A	24	2013	B9782D35-3F6D-4129-8B25-E6D62E12AABB	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5766-11A-01D	TCGA-CH-5766-11A-01D-1576-08	2	1576	1049969425	8	11	NO	40		F	23	2011	8190fde9-3acf-40d4-90c8-2344c571c55e	22	0.05	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5521-10A-01D	TCGA-EJ-5521-10A-01D-1573-02	2	1573	1049968138	2	4	NO	13.3		B	23	2011	4a35bbf6-f6fa-4cd2-b673-8227ec846063	22	0.15	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7789-10A-01W	TCGA-EJ-7789-10A-01W-2162-08	1	2162	120991417	8	2	NO	80		F	30	2012	4cf3992d-c3b6-4543-b813-76890e4131af	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-XK-AAIV-10A-01D	TCGA-XK-AAIV-10A-01D-A41N-08	5	A41N	174188597	8	6	NO	40		D	28	2014	406A543F-C14A-4F78-BF50-77EA7E9A8EDE	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-QU-A6IO-10A-01W	TCGA-QU-A6IO-10A-01W-A332-08	10	A332	153888249	8	10	NO	80		D	21	2013	796C3F5E-8D4F-472C-A8AD-F092C7AA8B76	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7820-10A-01W	TCGA-HC-7820-10A-01W-2162-08	1	2162	120991410	8	6	NO	80		G	30	2012	33316f4f-6205-4ff4-88b1-a8fb22e8a303	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7740-01B-04D	TCGA-HC-7740-01B-04D-2297-01	5	2297	125247024	1	1	YES	6.67		D	31	2012	ead38efb-2670-4586-84b8-db0a488b52ed	22	0.13	0.87	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-FC-7708-10A-01D	TCGA-FC-7708-10A-01D-2115-08	1	2115	120997968	8	1	NO	60		D	4	2012	00d07ccd-92c1-4e36-9ccc-4dae23baa878	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-YL-A8SI-01A-11D	TCGA-YL-A8SI-01A-11D-A41L-05	5	A41L	174189329	5	7	NO	13		G	28	2014	5839203E-2741-4F15-8696-904F5E1066AD	23	0.14	1.82	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-M7-A724-01A-12D	TCGA-M7-A724-01A-12D-A32B-08	9	A32B	153886281	8	10	NO	40		H	25	2013	DA45F3A1-439A-45B0-8E3D-9761899018A9	23	0.07	2.8	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5772-01A-11D	TCGA-CH-5772-01A-11D-1574-01	2	1574	1049968408	1	4	NO	6.67		A	23	2011	ec9c1dc1-ecb8-4e90-b401-9b4618a05b5f	22	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-YJ-A8SW-01A-11R	TCGA-YJ-A8SW-01A-11R-A37H-13	2	A37H	164104204	13	5	NO	20		B	26	2014	9169CDD5-0025-41CA-BED7-FE1F5DDE58F1	23	0.17	3.4	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A8MG-01A-11D	TCGA-V1-A8MG-01A-11D-A365-05	1	A365	164083382	5	10	NO	13		A	29	2014	1BD0C75D-1A58-4F10-87AF-12DE1614AC60	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-FC-A8O0-01A-41D	TCGA-FC-A8O0-01A-41D-A377-08	2	A377	164104274	8	3	NO	40		D	26	2014	79086298-47F2-4553-BF73-FC0572AEBF2E	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J9-A52D-10A-01D	TCGA-J9-A52D-10A-01D-A29P-01	5	A29P	132274127	1	11	NO	6.7		D	8	2013	BE103480-F0F1-4E09-9D4E-655998FC0D70	23	0.14	0.94	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A9O9-01A-11R	TCGA-V1-A9O9-01A-11R-A41O-07	5	A41O	174164589	7	3	NO	13		E	28	2014	DDA7DF91-6E67-46D3-BFDC-D5BDE725F44C	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5772-11A-01D	TCGA-CH-5772-11A-01D-1572-02	2	1572	1049968225	2	12	NO	13.3		B	23	2011	26283c5e-0ba5-4b9e-8771-401e1a31a437	22	0.15	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6351-11A-01R	TCGA-G9-6351-11A-01R-1965-07	8	1965	1053936442	7	7	NO	13.3		G	17	2011	6b264e41-b852-4221-8e09-692a6a639ccf	22	0.14	1.86	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6363-01A-21D	TCGA-G9-6363-01A-21D-1786-08	5	1786	107043806	8	1	NO	60		G	24	2011	78cd4d11-912a-4d29-b702-b04b9ad5528f	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A65J-01A-11W	TCGA-EJ-A65J-01A-11W-A331-08	10	A331	153889320	8	1	NO	80		B	21	2013	DB8765B3-7EA8-4F15-BFA5-AE4BB457F637	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HI-7168-01A-11D	TCGA-HI-7168-01A-11D-2114-08	1	2114	120997337	8	7	NO	60		A	4	2012	1a1706aa-9a73-4b24-b51d-56d3764ea665	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-XJ-A9DI-10A-01W	TCGA-XJ-A9DI-10A-01W-A44K-08	7	A44K	167802811	8	5	NO	80		A	8	2014	08A5C7A1-88FC-4B1C-8900-55E23FFAFF74	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-VN-A88O-10A-01D	TCGA-VN-A88O-10A-01D-A34X-08	1	A34X	160341760	8	8	NO	40		C	6	2014	4756E8C9-7E46-469B-9B86-7683252186F5	23	0.07	2.8	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-ZG-A9L6-10A-01D	TCGA-ZG-A9L6-10A-01D-A41N-08	5	A41N	174188607	8	9	NO	40		C	28	2014	4B775AA7-C03D-4CB8-8EB1-7DFE3AA2417A	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-A67O-01A-11D	TCGA-J4-A67O-01A-11D-A30F-05	6	A30F	150705302	5	10	NO	13		A	12	2013	41F0648B-0099-4486-99CA-677088A82C25	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A8IH-11A-11D	TCGA-KK-A8IH-11A-11D-A362-08	1	A362	164080432	8	8	NO	40		G	29	2014	9AEC7505-E824-49CF-A520-B4D090863D67	23	0.09	3.6	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A8IC-01A-11R	TCGA-KK-A8IC-01A-11R-A36G-07	1	A36G	164080745	7	4	NO	13		F	29	2014	8AE687ED-F9B2-41FC-88D7-E977FEF25582	23	0.15	1.95	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7741-01C-05R	TCGA-HC-7741-01C-05R-2302-07	5	2302	124427279	7	1	YES	26.7		E	31	2012	f00fd959-f36b-453e-a450-68095c8bbeea	22	0.13	3.47	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7123-11A-01R	TCGA-EJ-7123-11A-01R-1964-13	8	1964	1053936586	13	7	NO	20		C	17	2011	03e19ae7-a578-4aa2-8ee7-5e60e40da1bd	22	0.14	2.8	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-8258-01A-11D	TCGA-HC-8258-01A-11D-2259-01	4	2259	128287621	1	2	NO	6.67		D	25	2012	8ce90327-6a5c-442f-be2e-2fb684c72603	22	0.15	1	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7210-01A-11W	TCGA-HC-7210-01A-11W-2161-08	1	2161	120988844	8	4	NO	80		E	30	2012	94013bfb-0b45-43a5-b2f0-19304843dad0	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
